track_id,song_name,external_url,duration_ms,explicit,disc_number,type,song_uri,album_id
69fpb1fAdyuO6DHx6daRRE,Para Mexer,https://open.spotify.com/track/69fpb1fAdyuO6DHx6daRRE,269560,False,9,track,spotify:track:69fpb1fAdyuO6DHx6daRRE,3BfAgyF1AdYKaOO7EBoDw4
4j6ascTxs21rACPdPpqFQN,The Woven Web,https://open.spotify.com/track/4j6ascTxs21rACPdPpqFQN,247780,False,10,track,spotify:track:4j6ascTxs21rACPdPpqFQN,3BfAgyF1AdYKaOO7EBoDw4
6IATawAyZRMbiYTY2wpkyZ,Mind-Spun,https://open.spotify.com/track/6IATawAyZRMbiYTY2wpkyZ,275586,False,11,track,spotify:track:6IATawAyZRMbiYTY2wpkyZ,3BfAgyF1AdYKaOO7EBoDw4
6OrrIP1n3M3psLx38w6CzG,Nephele,https://open.spotify.com/track/6OrrIP1n3M3psLx38w6CzG,271000,False,12,track,spotify:track:6OrrIP1n3M3psLx38w6CzG,3BfAgyF1AdYKaOO7EBoDw4
6TusaYvpkgyJhJ8tvXo03P,An Infinite Regression,https://open.spotify.com/track/6TusaYvpkgyJhJ8tvXo03P,205853,False,1,track,spotify:track:6TusaYvpkgyJhJ8tvXo03P,7IoPLwGpntUE7VaEXEU67i
0KU0ZSnnPo5QjncWPz1g1f,Odessa,https://open.spotify.com/track/0KU0ZSnnPo5QjncWPz1g1f,254333,False,2,track,spotify:track:0KU0ZSnnPo5QjncWPz1g1f,7IoPLwGpntUE7VaEXEU67i
7t3zWOXjlXQ2NYeEc6EoYr,Somnarium,https://open.spotify.com/track/7t3zWOXjlXQ2NYeEc6EoYr,255320,False,3,track,spotify:track:7t3zWOXjlXQ2NYeEc6EoYr,7IoPLwGpntUE7VaEXEU67i
7a4YErm5cYs3ZLUndwp2pr,Earth Departure,https://open.spotify.com/track/7a4YErm5cYs3ZLUndwp2pr,310373,False,4,track,spotify:track:7a4YErm5cYs3ZLUndwp2pr,7IoPLwGpntUE7VaEXEU67i
60CmclXg3KdoiZ7TvUY2zD,Isolated Incidents,https://open.spotify.com/track/60CmclXg3KdoiZ7TvUY2zD,227866,False,5,track,spotify:track:60CmclXg3KdoiZ7TvUY2zD,7IoPLwGpntUE7VaEXEU67i
53MxeFpq33qUYUT9yue3Yj,Do Not Go Gently,https://open.spotify.com/track/53MxeFpq33qUYUT9yue3Yj,221133,False,6,track,spotify:track:53MxeFpq33qUYUT9yue3Yj,7IoPLwGpntUE7VaEXEU67i
3pqgn0ZL25lhuOfZcxWMB2,New Eden,https://open.spotify.com/track/3pqgn0ZL25lhuOfZcxWMB2,160640,False,7,track,spotify:track:3pqgn0ZL25lhuOfZcxWMB2,7IoPLwGpntUE7VaEXEU67i
0zm05SKzrruqg7hMXRfW2S,Cylindrical Sea,https://open.spotify.com/track/0zm05SKzrruqg7hMXRfW2S,272706,False,8,track,spotify:track:0zm05SKzrruqg7hMXRfW2S,7IoPLwGpntUE7VaEXEU67i
3zndiaSaHvTkzAk93J6OyZ,Espera,https://open.spotify.com/track/3zndiaSaHvTkzAk93J6OyZ,133866,False,9,track,spotify:track:3zndiaSaHvTkzAk93J6OyZ,7IoPLwGpntUE7VaEXEU67i
55RgRMx7tECFL7ZgAsJbC9,To Lead You to an Overwhelming Question,https://open.spotify.com/track/55RgRMx7tECFL7ZgAsJbC9,290226,False,10,track,spotify:track:55RgRMx7tECFL7ZgAsJbC9,7IoPLwGpntUE7VaEXEU67i
5OYumxiBEEEL5Hq2fGhpsS,Weightless,https://open.spotify.com/track/5OYumxiBEEEL5Hq2fGhpsS,315986,False,11,track,spotify:track:5OYumxiBEEEL5Hq2fGhpsS,7IoPLwGpntUE7VaEXEU67i
70jpGVeinaEXDGB6pZlpoG,David,https://open.spotify.com/track/70jpGVeinaEXDGB6pZlpoG,147666,False,12,track,spotify:track:70jpGVeinaEXDGB6pZlpoG,7IoPLwGpntUE7VaEXEU67i
3TwKLIOl2hIPDE7z7rvOH3,Tempting Time,https://open.spotify.com/track/3TwKLIOl2hIPDE7z7rvOH3,323933,False,1,track,spotify:track:3TwKLIOl2hIPDE7z7rvOH3,1BRtQtljRJIxroJXI20K39
0QZ3iZwNJHS9SXXyiJsU30,Soraya,https://open.spotify.com/track/0QZ3iZwNJHS9SXXyiJsU30,267000,False,2,track,spotify:track:0QZ3iZwNJHS9SXXyiJsU30,1BRtQtljRJIxroJXI20K39
3kmX1Ok6CoYL9PrIWXwyRB,Thoroughly at Home,https://open.spotify.com/track/3kmX1Ok6CoYL9PrIWXwyRB,242066,False,3,track,spotify:track:3kmX1Ok6CoYL9PrIWXwyRB,1BRtQtljRJIxroJXI20K39
2PTvM4E7vKBfS6BQ5rOhjp,On Impulse,https://open.spotify.com/track/2PTvM4E7vKBfS6BQ5rOhjp,369666,False,4,track,spotify:track:2PTvM4E7vKBfS6BQ5rOhjp,1BRtQtljRJIxroJXI20K39
2mmbc72f2GyTxVuZPYbaRV,Tessitura,https://open.spotify.com/track/2mmbc72f2GyTxVuZPYbaRV,66373,False,5,track,spotify:track:2mmbc72f2GyTxVuZPYbaRV,1BRtQtljRJIxroJXI20K39
68AdzgpzDTNiy7kORzY0jz,Behaving Badly,https://open.spotify.com/track/68AdzgpzDTNiy7kORzY0jz,266400,False,6,track,spotify:track:68AdzgpzDTNiy7kORzY0jz,1BRtQtljRJIxroJXI20K39
57Cb5IWpLAVDL2Xyy9uaFb,The Price of Everything and the Value of Nothing,https://open.spotify.com/track/57Cb5IWpLAVDL2Xyy9uaFb,332280,False,7,track,spotify:track:57Cb5IWpLAVDL2Xyy9uaFb,1BRtQtljRJIxroJXI20K39
1ZfnGTUnha3QHj3KFmub0W,Cafo,https://open.spotify.com/track/1ZfnGTUnha3QHj3KFmub0W,401120,False,8,track,spotify:track:1ZfnGTUnha3QHj3KFmub0W,1BRtQtljRJIxroJXI20K39
2jCXj0T4qUGmLclOQTSKed,Inamorata,https://open.spotify.com/track/2jCXj0T4qUGmLclOQTSKed,368080,False,9,track,spotify:track:2jCXj0T4qUGmLclOQTSKed,1BRtQtljRJIxroJXI20K39
4UnHhV70A2nwlmtpmNZqaf,Point to Point,https://open.spotify.com/track/4UnHhV70A2nwlmtpmNZqaf,104173,False,10,track,spotify:track:4UnHhV70A2nwlmtpmNZqaf,1BRtQtljRJIxroJXI20K39
1xRloL4YOvq7HatNJOh5pk,Modern Meat,https://open.spotify.com/track/1xRloL4YOvq7HatNJOh5pk,126520,False,11,track,spotify:track:1xRloL4YOvq7HatNJOh5pk,1BRtQtljRJIxroJXI20K39
6XnjQ9NtfWjfnQjbwjDz4V,Song of Solomon,https://open.spotify.com/track/6XnjQ9NtfWjfnQjbwjDz4V,256586,False,12,track,spotify:track:6XnjQ9NtfWjfnQjbwjDz4V,1BRtQtljRJIxroJXI20K39
4i3fHA0aGUKUZEbJ5b3RqE,Wave of Babies,https://open.spotify.com/track/4i3fHA0aGUKUZEbJ5b3RqE,329813,False,1,track,spotify:track:4i3fHA0aGUKUZEbJ5b3RqE,5E0bpYwRSYtQ04j91pIOGz
741DrOmeWphVKdoph4LtME,Reptile (Live in London),https://open.spotify.com/track/741DrOmeWphVKdoph4LtME,1096000,True,1,track,spotify:track:741DrOmeWphVKdoph4LtME,1seFtbJIzwuUMR2wczMx2w
2UG11CGTkGRZm2JON8wP1x,Chvrch Bvrner (Live in London),https://open.spotify.com/track/2UG11CGTkGRZm2JON8wP1x,226000,False,2,track,spotify:track:2UG11CGTkGRZm2JON8wP1x,1seFtbJIzwuUMR2wczMx2w
6kbTLFIM8DTvw14IaEFUKW,Remain Indoors (Live in London),https://open.spotify.com/track/6kbTLFIM8DTvw14IaEFUKW,374000,True,3,track,spotify:track:6kbTLFIM8DTvw14IaEFUKW,1seFtbJIzwuUMR2wczMx2w
4josXRiTfWWK71GSYBP3gU,Follow Your Ghost (Live in London),https://open.spotify.com/track/4josXRiTfWWK71GSYBP3gU,400000,True,4,track,spotify:track:4josXRiTfWWK71GSYBP3gU,1seFtbJIzwuUMR2wczMx2w
2qOEdZVHDMHoqXaIwAUSN3,Scarlet (Live in London),https://open.spotify.com/track/2qOEdZVHDMHoqXaIwAUSN3,290000,False,5,track,spotify:track:2qOEdZVHDMHoqXaIwAUSN3,1seFtbJIzwuUMR2wczMx2w
539WpLRDni04o7Wu9ptd1s,Marigold (Live in London),https://open.spotify.com/track/539WpLRDni04o7Wu9ptd1s,378000,False,6,track,spotify:track:539WpLRDni04o7Wu9ptd1s,1seFtbJIzwuUMR2wczMx2w
2zaKi3uxNfRWOM8JcPXHle,It's Only Smiles (Live in London),https://open.spotify.com/track/2zaKi3uxNfRWOM8JcPXHle,308000,False,7,track,spotify:track:2zaKi3uxNfRWOM8JcPXHle,1seFtbJIzwuUMR2wczMx2w
7F9NqdJZpz7onjELNUop08,Psychosphere (Live in London),https://open.spotify.com/track/7F9NqdJZpz7onjELNUop08,352000,True,8,track,spotify:track:7F9NqdJZpz7onjELNUop08,1seFtbJIzwuUMR2wczMx2w
2YtaFr7ZNaAWimZLcElqxr,Blood Eagle (Live in London),https://open.spotify.com/track/2YtaFr7ZNaAWimZLcElqxr,568000,False,9,track,spotify:track:2YtaFr7ZNaAWimZLcElqxr,1seFtbJIzwuUMR2wczMx2w
6SqPIN0OXmzjdgiXEeDsoe,Lune (Live in London),https://open.spotify.com/track/6SqPIN0OXmzjdgiXEeDsoe,467866,False,10,track,spotify:track:6SqPIN0OXmzjdgiXEeDsoe,1seFtbJIzwuUMR2wczMx2w
5vNyiA6lRDLpCN58ZCQcIt,Reptile,https://open.spotify.com/track/5vNyiA6lRDLpCN58ZCQcIt,1003746,False,1,track,spotify:track:5vNyiA6lRDLpCN58ZCQcIt,4b8Wu8BFcryfjXnVI5tTU0
76ZcAxDSaB8UIcY3cfC1zv,Blood Eagle,https://open.spotify.com/track/76ZcAxDSaB8UIcY3cfC1zv,358120,False,2,track,spotify:track:76ZcAxDSaB8UIcY3cfC1zv,4b8Wu8BFcryfjXnVI5tTU0
3SmbCDDy1cP7KOcaRUdpNZ,CHVRCH BVRNER,https://open.spotify.com/track/3SmbCDDy1cP7KOcaRUdpNZ,220626,False,3,track,spotify:track:3SmbCDDy1cP7KOcaRUdpNZ,4b8Wu8BFcryfjXnVI5tTU0
4ezBCuMm1YfzFIrrwfIQrz,Garden in the Bones,https://open.spotify.com/track/4ezBCuMm1YfzFIrrwfIQrz,356506,False,4,track,spotify:track:4ezBCuMm1YfzFIrrwfIQrz,4b8Wu8BFcryfjXnVI5tTU0
0HVSxBoFC0v5mPJZ4hmE4L,It's Only Smiles,https://open.spotify.com/track/0HVSxBoFC0v5mPJZ4hmE4L,333000,False,5,track,spotify:track:0HVSxBoFC0v5mPJZ4hmE4L,4b8Wu8BFcryfjXnVI5tTU0
1R3snXKX8ctPqT1OCSgfmF,Follow Your Ghost,https://open.spotify.com/track/1R3snXKX8ctPqT1OCSgfmF,324240,False,6,track,spotify:track:1R3snXKX8ctPqT1OCSgfmF,4b8Wu8BFcryfjXnVI5tTU0
71gSkGv9iTnd4kILrxObi4,Crush,https://open.spotify.com/track/71gSkGv9iTnd4kILrxObi4,409253,False,7,track,spotify:track:71gSkGv9iTnd4kILrxObi4,4b8Wu8BFcryfjXnVI5tTU0
28mg55RAsIfj8lOC0sPKKL,Sentient Glow,https://open.spotify.com/track/28mg55RAsIfj8lOC0sPKKL,267506,False,8,track,spotify:track:28mg55RAsIfj8lOC0sPKKL,4b8Wu8BFcryfjXnVI5tTU0
2lN6EaTpCQIXtB9uuRUdvI,Satellites,https://open.spotify.com/track/2lN6EaTpCQIXtB9uuRUdvI,565000,False,9,track,spotify:track:2lN6EaTpCQIXtB9uuRUdvI,4b8Wu8BFcryfjXnVI5tTU0
6Zh6xanNTO9u5IzYbtfkn6,The Price Is Wrong,https://open.spotify.com/track/6Zh6xanNTO9u5IzYbtfkn6,236600,True,1,track,spotify:track:6Zh6xanNTO9u5IzYbtfkn6,5L9ddlTFtgLj93nzy77MEO
7iVlXEc1ZxUJiXoqcWMfg4,Motormouth,https://open.spotify.com/track/7iVlXEc1ZxUJiXoqcWMfg4,290133,True,2,track,spotify:track:7iVlXEc1ZxUJiXoqcWMfg4,5L9ddlTFtgLj93nzy77MEO
0xaN6B7xNJU9czMXELDyDM,Marigold,https://open.spotify.com/track/0xaN6B7xNJU9czMXELDyDM,439840,False,3,track,spotify:track:0xaN6B7xNJU9czMXELDyDM,5L9ddlTFtgLj93nzy77MEO
5AgaXkPMhnsWFT6RXYzQGy,The Way the News Goes...,https://open.spotify.com/track/5AgaXkPMhnsWFT6RXYzQGy,303693,True,4,track,spotify:track:5AgaXkPMhnsWFT6RXYzQGy,5L9ddlTFtgLj93nzy77MEO
3uJ1lFqW0wvjQC9ChaLV52,Remain Indoors,https://open.spotify.com/track/3uJ1lFqW0wvjQC9ChaLV52,370200,True,5,track,spotify:track:3uJ1lFqW0wvjQC9ChaLV52,5L9ddlTFtgLj93nzy77MEO
1iN4M5pH8tG3626YgWDKjk,Habitual Line-Stepper,https://open.spotify.com/track/1iN4M5pH8tG3626YgWDKjk,412173,True,6,track,spotify:track:1iN4M5pH8tG3626YgWDKjk,5L9ddlTFtgLj93nzy77MEO
5PFuMs8WdLo0EeTIZ6Ynzw,Flatline,https://open.spotify.com/track/5PFuMs8WdLo0EeTIZ6Ynzw,350480,False,7,track,spotify:track:5PFuMs8WdLo0EeTIZ6Ynzw,5L9ddlTFtgLj93nzy77MEO
49fTxURuKeFsBJfoK71AaM,Absolomb,https://open.spotify.com/track/49fTxURuKeFsBJfoK71AaM,463973,False,8,track,spotify:track:49fTxURuKeFsBJfoK71AaM,5L9ddlTFtgLj93nzy77MEO
5tBiWzvdnrSM7tbDDAWKCT,Catch Fire,https://open.spotify.com/track/5tBiWzvdnrSM7tbDDAWKCT,233453,True,9,track,spotify:track:5tBiWzvdnrSM7tbDDAWKCT,5L9ddlTFtgLj93nzy77MEO
