track_id,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,type,valence,song_uri
0gocvhQ8uB3qo9U7si5lzk,0.204,0.963,0.867,0.134,-6.419,0.217,170.019,audio_features,0.457,spotify:track:0gocvhQ8uB3qo9U7si5lzk
3XvxwBBFqoSn2DZ8Jl1GP8,0.278,0.947,0.606,0.309,-6.069,0.0634,84.913,audio_features,0.371,spotify:track:3XvxwBBFqoSn2DZ8Jl1GP8
6n6qRSg27rRdQIJxWETzrG,0.124,0.0395,0.742,0.114,-37.001,0.0641,171.874,audio_features,0.0353,spotify:track:6n6qRSg27rRdQIJxWETzrG
6FzQBI5NNoYfuf23KlgPm9,0.411,0.894,0.591,0.152,-6.557,0.0521,170.067,audio_features,0.467,spotify:track:6FzQBI5NNoYfuf23KlgPm9
3dwBsZj7Z4V9pYE7ElhVKl,0.0701,0.938,0.801,0.37,-7.852,0.118,76.417,audio_features,0.0397,spotify:track:3dwBsZj7Z4V9pYE7ElhVKl
6AkUaYmKQMW7EhzqPqYB5n,0.376,0.877,0.932,0.108,-8.976,0.0419,174.031,audio_features,0.614,spotify:track:6AkUaYmKQMW7EhzqPqYB5n
6SOW1rdiCnxY64Fp89DluQ,0.317,0.938,0.0016,0.293,-6.973,0.078,175.018,audio_features,0.132,spotify:track:6SOW1rdiCnxY64Fp89DluQ
6SwK8186p1TC6QcAwSTGMR,0.141,0.947,0.209,0.0753,-7.236,0.0692,200.029,audio_features,0.486,spotify:track:6SwK8186p1TC6QcAwSTGMR
3JnLFF2Zb6oOWf7l3gX4Zi,0.471,0.937,0.294,0.138,-7.07,0.0698,110.015,audio_features,0.416,spotify:track:3JnLFF2Zb6oOWf7l3gX4Zi
5tM6eTpydHiDAeyUOcDNHm,0.53,0.892,0.368,0.0984,-5.987,0.0451,149.995,audio_features,0.709,spotify:track:5tM6eTpydHiDAeyUOcDNHm
6PFeLKYkQ9L603yLBwtmWB,0.187,0.973,0.21,0.0638,-7.208,0.0859,149.631,audio_features,0.283,spotify:track:6PFeLKYkQ9L603yLBwtmWB
1VpT0HC31mFlyPDHbHOxry,0.519,0.761,0.87,0.125,-9.069,0.031,120.007,audio_features,0.153,spotify:track:1VpT0HC31mFlyPDHbHOxry
5akICC6GXajp4LYiC9FQp9,0.411,0.97,0.0091,0.0958,-5.958,0.0588,149.989,audio_features,0.654,spotify:track:5akICC6GXajp4LYiC9FQp9
5CMq3uEUVIonq69lxpiS92,0.162,0.222,0.958,0.346,-15.678,0.0568,112.687,audio_features,0.331,spotify:track:5CMq3uEUVIonq69lxpiS92
5iVG42aw7x7VUDAM2VTbFY,0.228,0.936,0.031,0.0756,-7.524,0.0587,139.852,audio_features,0.272,spotify:track:5iVG42aw7x7VUDAM2VTbFY
4elowhY9cszlmap7EjV8qY,0.133,0.899,0.0159,0.149,-7.126,0.0583,87.598,audio_features,0.282,spotify:track:4elowhY9cszlmap7EjV8qY
5jsZY2ab824o6mcxIFlAGP,0.22,0.942,0.855,0.134,-8.38,0.0871,148.026,audio_features,0.177,spotify:track:5jsZY2ab824o6mcxIFlAGP
5AJFUCAcwWsgugBxYrfsyk,0.601,0.0198,0.892,0.119,-25.087,0.0449,99.978,audio_features,0.0384,spotify:track:5AJFUCAcwWsgugBxYrfsyk
5Q5JuwRUZQVNXTCoAkjgQf,0.431,0.98,0.831,0.289,-5.313,0.107,129.935,audio_features,0.366,spotify:track:5Q5JuwRUZQVNXTCoAkjgQf
6GYyGwbJeHyFj9po98ZGpS,0.264,0.986,0.00625,0.0535,-5.059,0.102,106.161,audio_features,0.227,spotify:track:6GYyGwbJeHyFj9po98ZGpS
1vRtCw9u1ceYFfVhcBBV8r,0.426,0.955,0.572,0.609,-5.402,0.0606,100.0,audio_features,0.292,spotify:track:1vRtCw9u1ceYFfVhcBBV8r
0d58Efb9ry1HjsJvl9lZRT,0.512,0.963,0.0507,0.0808,-5.422,0.0553,131.993,audio_features,0.426,spotify:track:0d58Efb9ry1HjsJvl9lZRT
0cZLOND9cl3cX7j1KX0WD5,0.404,0.988,0.702,0.2,-5.515,0.0685,97.482,audio_features,0.179,spotify:track:0cZLOND9cl3cX7j1KX0WD5
5v5T07auBhaLLrtDaTTsrX,0.149,0.982,0.0311,0.173,-5.194,0.113,144.701,audio_features,0.143,spotify:track:5v5T07auBhaLLrtDaTTsrX
4URubX3zSbc5R6Xezhl6te,0.422,0.877,0.593,0.131,-5.753,0.0452,94.997,audio_features,0.0563,spotify:track:4URubX3zSbc5R6Xezhl6te
4EQdCzwULQOJJkpUSWEbkX,0.391,0.982,0.68,0.217,-5.015,0.126,150.087,audio_features,0.19,spotify:track:4EQdCzwULQOJJkpUSWEbkX
53JPn6vdXbMIWTaI1clhKY,0.374,0.994,0.00578,0.179,-4.829,0.0873,152.021,audio_features,0.234,spotify:track:53JPn6vdXbMIWTaI1clhKY
2rNUKmKT8YabKOFZnqGjEU,0.258,0.982,0.475,0.116,-5.825,0.0832,129.982,audio_features,0.159,spotify:track:2rNUKmKT8YabKOFZnqGjEU
1s0nWG8RhAQyiFXpzL3gHU,0.165,0.0452,0.746,0.243,-34.327,0.0567,110.242,audio_features,0.308,spotify:track:1s0nWG8RhAQyiFXpzL3gHU
4iH7oB0bFEuR0dEbf6Ju5t,0.355,0.967,0.881,0.113,-7.728,0.129,180.035,audio_features,0.124,spotify:track:4iH7oB0bFEuR0dEbf6Ju5t
3zWuK58io2d59HfYnf6zwC,0.475,0.969,0.904,0.713,-7.458,0.0826,110.005,audio_features,0.527,spotify:track:3zWuK58io2d59HfYnf6zwC
7csOKvr1XF8wU1E9vNYVK7,0.23,0.947,0.902,0.103,-6.631,0.105,94.179,audio_features,0.296,spotify:track:7csOKvr1XF8wU1E9vNYVK7
3mn9MxmBzQ4k7vAGYRr2zo,0.456,0.959,0.933,0.685,-7.351,0.0816,159.98,audio_features,0.17,spotify:track:3mn9MxmBzQ4k7vAGYRr2zo
6YKVA0OVLB12qvpSeevauZ,0.157,0.873,0.905,0.0959,-7.433,0.0756,192.444,audio_features,0.158,spotify:track:6YKVA0OVLB12qvpSeevauZ
1u1s3Q0uzZQ2xC9DgLSo2d,0.467,0.958,0.913,0.681,-6.458,0.0943,80.014,audio_features,0.354,spotify:track:1u1s3Q0uzZQ2xC9DgLSo2d
1t76pvBhc2pgV4YAEOGqwj,0.493,0.98,0.851,0.39,-7.399,0.0709,125.018,audio_features,0.201,spotify:track:1t76pvBhc2pgV4YAEOGqwj
1R0mPFA6nKyY0caVxm8xif,0.393,0.905,0.813,0.679,-7.284,0.0792,179.973,audio_features,0.576,spotify:track:1R0mPFA6nKyY0caVxm8xif
0NVAdX9zbiUX2A6hEoA3Sy,0.297,0.94,0.876,0.0788,-7.567,0.16,114.913,audio_features,0.117,spotify:track:0NVAdX9zbiUX2A6hEoA3Sy
0JSedPmzmIxB30arlunVsb,0.148,0.943,0.917,0.275,-6.821,0.0969,170.04,audio_features,0.0965,spotify:track:0JSedPmzmIxB30arlunVsb
3Q4kZxgi9fSXf1sDO6EUEE,0.264,0.961,0.905,0.697,-6.827,0.134,148.032,audio_features,0.317,spotify:track:3Q4kZxgi9fSXf1sDO6EUEE
0IRX3Qk2Xaj3wsDaz4y76A,0.441,0.941,0.904,0.706,-7.526,0.0757,93.703,audio_features,0.231,spotify:track:0IRX3Qk2Xaj3wsDaz4y76A
7snx3JnD5PxvEJ7SZeArA8,0.435,0.823,0.753,0.115,-9.249,0.0639,126.05,audio_features,0.115,spotify:track:7snx3JnD5PxvEJ7SZeArA8
1jHuSMgtSgF52515jL80Vg,0.429,0.0136,0.853,0.139,-32.742,0.0344,100.048,audio_features,0.0223,spotify:track:1jHuSMgtSgF52515jL80Vg
0PYlcAw00yb0Sfy1UqSP4t,0.389,0.956,0.0992,0.265,-4.316,0.0693,180.076,audio_features,0.22,spotify:track:0PYlcAw00yb0Sfy1UqSP4t
4oYj17LwBGWhifJwwfSEdG,0.347,0.924,0.928,0.243,-3.996,0.0735,161.962,audio_features,0.185,spotify:track:4oYj17LwBGWhifJwwfSEdG
0lCN31qAyxTM9O8NVZzl6c,0.468,0.981,0.024,0.207,-3.496,0.104,159.966,audio_features,0.209,spotify:track:0lCN31qAyxTM9O8NVZzl6c
0ief86zDRCbcotaaYREsUN,0.173,0.93,0.487,0.0575,-3.958,0.0913,95.02,audio_features,0.125,spotify:track:0ief86zDRCbcotaaYREsUN
7lti9tcpdE8AkqSW2YDGYv,0.434,0.995,0.729,0.0931,-4.748,0.104,124.987,audio_features,0.0707,spotify:track:7lti9tcpdE8AkqSW2YDGYv
73j6xNslwHmGoNn5H5fbjB,0.47,0.978,0.703,0.131,-4.458,0.0809,149.998,audio_features,0.487,spotify:track:73j6xNslwHmGoNn5H5fbjB
4FsfiSe4lWDnmxPTZm7ECP,0.516,0.96,0.0432,0.281,-4.218,0.0524,136.996,audio_features,0.266,spotify:track:4FsfiSe4lWDnmxPTZm7ECP
33vMy6O6pdQNa57roxJ0Yp,0.177,0.982,0.908,0.62,-5.282,0.161,180.077,audio_features,0.243,spotify:track:33vMy6O6pdQNa57roxJ0Yp
4LB264fAdV4BPK99w4UMxl,0.207,0.945,0.79,0.0947,-5.277,0.0787,113.254,audio_features,0.0399,spotify:track:4LB264fAdV4BPK99w4UMxl
02fEoSUhcBjQQHcWhvdCWo,0.475,0.12,0.863,0.106,-16.968,0.0298,99.988,audio_features,0.0235,spotify:track:02fEoSUhcBjQQHcWhvdCWo
0y8NqCbxonrmJhcNUgaEM3,0.249,0.991,0.906,0.164,-3.722,0.166,78.929,audio_features,0.0873,spotify:track:0y8NqCbxonrmJhcNUgaEM3
2fiEvk1TMe2KfNpugATCKt,0.359,0.961,0.861,0.7,-4.465,0.198,113.186,audio_features,0.0857,spotify:track:2fiEvk1TMe2KfNpugATCKt
6WQCOuhfwspwtPan0hVNr4,0.231,0.994,0.0482,0.349,-3.788,0.197,144.316,audio_features,0.0523,spotify:track:6WQCOuhfwspwtPan0hVNr4
4o3r2cvuZ1gt0SLDAriKp4,0.301,0.984,0.675,0.669,-4.328,0.15,131.88,audio_features,0.0613,spotify:track:4o3r2cvuZ1gt0SLDAriKp4
3HR2o1pQdaGK1wRlU0Cqrg,0.199,0.909,0.884,0.459,-7.086,0.089,103.079,audio_features,0.164,spotify:track:3HR2o1pQdaGK1wRlU0Cqrg
7xHeCVimnqtkQpwhCXgKWv,0.383,0.993,0.924,0.101,-5.18,0.0596,107.425,audio_features,0.335,spotify:track:7xHeCVimnqtkQpwhCXgKWv
52UaNLW3fWPE4XmEMW0mtN,0.231,0.98,0.869,0.21,-4.155,0.131,100.621,audio_features,0.117,spotify:track:52UaNLW3fWPE4XmEMW0mtN
7E0ZUIt2I2pROEeqhsufrv,0.222,0.948,0.78,0.668,-4.518,0.147,157.772,audio_features,0.231,spotify:track:7E0ZUIt2I2pROEeqhsufrv
6KORUQbzzPB3rT2yaaGWJ0,0.287,0.953,0.892,0.32,-4.775,0.0771,97.43,audio_features,0.14,spotify:track:6KORUQbzzPB3rT2yaaGWJ0
2cULyGHmKrE3lrD2BeLrYx,0.309,0.987,0.925,0.898,-4.159,0.19,114.008,audio_features,0.115,spotify:track:2cULyGHmKrE3lrD2BeLrYx
2OuR8ollYM1Bs9GRmBnycY,0.327,0.917,0.87,0.263,-5.977,0.119,139.379,audio_features,0.311,spotify:track:2OuR8ollYM1Bs9GRmBnycY
2tiI8awllgqcO7DAlPupeC,0.277,0.949,0.897,0.913,-6.57,0.229,116.171,audio_features,0.153,spotify:track:2tiI8awllgqcO7DAlPupeC
5n9mmBmdEJtrR0k6xmwi1R,0.381,0.985,0.141,0.0721,-4.683,0.145,124.542,audio_features,0.393,spotify:track:5n9mmBmdEJtrR0k6xmwi1R
5mu5QmhSe61p2YahOl2e7x,0.308,0.967,0.051,0.0751,-5.132,0.0507,143.318,audio_features,0.415,spotify:track:5mu5QmhSe61p2YahOl2e7x
2R2PdMx1Ketz5J5GMx2FVz,0.347,0.94,0.0101,0.21,-5.354,0.11,174.572,audio_features,0.656,spotify:track:2R2PdMx1Ketz5J5GMx2FVz
3kXo0x5rBFREItfa6VesJE,0.358,0.936,0.128,0.428,-6.151,0.0637,120.791,audio_features,0.686,spotify:track:3kXo0x5rBFREItfa6VesJE
73kPVQ0pMyfCyeKszKYlpp,0.409,0.956,0.012,0.0866,-5.768,0.0809,120.879,audio_features,0.331,spotify:track:73kPVQ0pMyfCyeKszKYlpp
3fiHAMi0ZKA0JRW2TwXwYd,0.361,0.987,0.0306,0.0522,-5.256,0.0771,136.21,audio_features,0.424,spotify:track:3fiHAMi0ZKA0JRW2TwXwYd
2OWZQWI9UucQlxbfYGu6Gu,0.378,0.937,0.172,0.087,-5.487,0.0736,112.978,audio_features,0.721,spotify:track:2OWZQWI9UucQlxbfYGu6Gu
5xOG5M8mUSmjHLMIAGVoie,0.315,0.924,0.62,0.0565,-6.385,0.0725,90.874,audio_features,0.164,spotify:track:5xOG5M8mUSmjHLMIAGVoie
4OBOhqKNIoCM5YbCp6FqPA,0.398,0.947,0.06,0.0618,-5.98,0.0538,135.494,audio_features,0.403,spotify:track:4OBOhqKNIoCM5YbCp6FqPA
13F33oVN4iLWDfSWrsjG4C,0.305,0.978,0.00841,0.132,-5.522,0.116,144.561,audio_features,0.0901,spotify:track:13F33oVN4iLWDfSWrsjG4C
7tg1nbit74BJV9a8jj6cEv,0.401,0.968,0.00205,0.0723,-6.818,0.13,136.689,audio_features,0.0396,spotify:track:7tg1nbit74BJV9a8jj6cEv
4bwQOYOPQMfGBqAXQImu8z,0.367,0.983,0.386,0.066,-6.148,0.101,94.284,audio_features,0.0914,spotify:track:4bwQOYOPQMfGBqAXQImu8z
6cbKJ2dTGaNmYuOMsquJYL,0.306,0.974,0.011,0.357,-5.005,0.0887,81.707,audio_features,0.206,spotify:track:6cbKJ2dTGaNmYuOMsquJYL
2gSUtqdBM4k39be9FzQjOH,0.457,0.997,0.899,0.138,-4.992,0.0634,110.021,audio_features,0.53,spotify:track:2gSUtqdBM4k39be9FzQjOH
7nrJ5usA4Ydp2feVrVW8lB,0.5,0.991,0.916,0.342,-6.416,0.0645,109.935,audio_features,0.36,spotify:track:7nrJ5usA4Ydp2feVrVW8lB
4E6wpXABj8XosZEPXZz2OK,0.242,0.998,0.88,0.284,-5.64,0.0894,114.642,audio_features,0.18,spotify:track:4E6wpXABj8XosZEPXZz2OK
4FvuNTv7dcQtoByEePExgW,0.278,0.966,0.929,0.436,-6.293,0.0578,104.989,audio_features,0.0712,spotify:track:4FvuNTv7dcQtoByEePExgW
4PHppm7v48ys7YrVelKSYq,0.233,0.999,0.911,0.518,-4.225,0.083,113.358,audio_features,0.326,spotify:track:4PHppm7v48ys7YrVelKSYq
4bgcbX3n2IdsABpizwnidQ,0.495,0.989,0.863,0.148,-4.929,0.0532,130.04,audio_features,0.436,spotify:track:4bgcbX3n2IdsABpizwnidQ
51A3tWgq4uy98ZAeS3unyn,0.372,0.997,0.866,0.383,-5.155,0.0708,94.996,audio_features,0.313,spotify:track:51A3tWgq4uy98ZAeS3unyn
1P8g3xrrKDZ8rQ6ESX3LS2,0.455,0.995,0.863,0.697,-5.194,0.0592,133.09,audio_features,0.173,spotify:track:1P8g3xrrKDZ8rQ6ESX3LS2
2qbQLga60JnISUYwAG9aDx,0.256,0.996,0.904,0.181,-5.405,0.0908,93.486,audio_features,0.141,spotify:track:2qbQLga60JnISUYwAG9aDx
721ew6114x1KI2uFyPFGeZ,0.509,0.973,0.913,0.746,-6.067,0.0545,120.035,audio_features,0.206,spotify:track:721ew6114x1KI2uFyPFGeZ
1rma6NvyokKxLaTbRi9p42,0.51,0.991,0.76,0.568,-5.818,0.0618,120.028,audio_features,0.128,spotify:track:1rma6NvyokKxLaTbRi9p42
26O8ZX8kMx3UZjJXDtLDj8,0.283,0.983,0.629,0.82,-5.927,0.0945,48.724,audio_features,0.137,spotify:track:26O8ZX8kMx3UZjJXDtLDj8
0shBTNxVyvOFXRB1MWuDZq,0.44,0.997,0.452,0.309,-6.454,0.0655,120.02,audio_features,0.0521,spotify:track:0shBTNxVyvOFXRB1MWuDZq
3CGU55Ej8RYPlKwFqh4qWb,0.472,0.995,0.611,0.634,-6.465,0.0493,119.985,audio_features,0.207,spotify:track:3CGU55Ej8RYPlKwFqh4qWb
7haXwcCms9NZR7bZZCcBV2,0.486,0.994,0.656,0.509,-5.976,0.0846,119.997,audio_features,0.123,spotify:track:7haXwcCms9NZR7bZZCcBV2
067NCLCIr4YNiB6MqCkioR,0.337,0.225,0.00126,0.223,-14.071,0.0442,112.167,audio_features,0.0894,spotify:track:067NCLCIr4YNiB6MqCkioR
0lj39EOrFiF5KCwDwwqWxw,0.422,0.995,0.673,0.156,-5.975,0.0725,126.017,audio_features,0.116,spotify:track:0lj39EOrFiF5KCwDwwqWxw
5dq9dqNYNheG4hpycploS9,0.289,0.847,0.859,0.761,-9.348,0.0768,126.425,audio_features,0.0716,spotify:track:5dq9dqNYNheG4hpycploS9
5mUe4RSy3UAnwNM1QaAxCn,0.53,0.963,0.783,0.651,-7.28,0.0488,126.022,audio_features,0.335,spotify:track:5mUe4RSy3UAnwNM1QaAxCn
7kPeuEQx6kiqncOOlaZRT8,0.371,0.994,0.823,0.426,-6.027,0.0693,126.037,audio_features,0.138,spotify:track:7kPeuEQx6kiqncOOlaZRT8
7ACpu63dW8qZlF9dr3BMRg,0.461,0.993,0.882,0.671,-5.641,0.176,125.966,audio_features,0.0637,spotify:track:7ACpu63dW8qZlF9dr3BMRg
1jlwmxZr1E0ID0f06zpikh,0.196,0.316,0.844,0.331,-11.764,0.0493,83.979,audio_features,0.0811,spotify:track:1jlwmxZr1E0ID0f06zpikh
6LRHOEatmk6SsO5GxQR1hf,0.32,0.973,0.745,0.142,-6.512,0.17,103.294,audio_features,0.0537,spotify:track:6LRHOEatmk6SsO5GxQR1hf
21XZP0THiTCw7rU4aTrO22,0.308,0.985,0.917,0.97,-5.601,0.179,114.892,audio_features,0.0891,spotify:track:21XZP0THiTCw7rU4aTrO22
6R5lDjWu8wjz6PC6XuYTEs,0.155,0.977,0.906,0.674,-5.346,0.106,87.204,audio_features,0.283,spotify:track:6R5lDjWu8wjz6PC6XuYTEs
4bzJGkIBm1wDuGHXxuPYiQ,0.334,0.95,0.786,0.303,-5.94,0.0834,123.593,audio_features,0.237,spotify:track:4bzJGkIBm1wDuGHXxuPYiQ
1rnvX6HHqcquxIzPcBD7VQ,0.551,0.925,0.685,0.156,-5.246,0.147,120.031,audio_features,0.386,spotify:track:1rnvX6HHqcquxIzPcBD7VQ
5uqr3lCMWkyQx6yTvoMl4F,0.528,0.976,0.0828,0.0944,-5.157,0.0919,133.01,audio_features,0.243,spotify:track:5uqr3lCMWkyQx6yTvoMl4F
32yzU8w8J9q7FBQPbNRkRh,0.456,0.989,0.787,0.0678,-5.158,0.0897,150.018,audio_features,0.191,spotify:track:32yzU8w8J9q7FBQPbNRkRh
0hGonQbNyJlM8A6SNvyASa,0.572,0.991,0.0635,0.099,-4.273,0.215,133.026,audio_features,0.132,spotify:track:0hGonQbNyJlM8A6SNvyASa
4mTOC8FtQxu8NUE9qviIuc,0.449,0.991,0.791,0.0567,-3.757,0.158,139.983,audio_features,0.071,spotify:track:4mTOC8FtQxu8NUE9qviIuc
7q9Tm8NZyhaUe13y0AvBf1,0.381,0.975,0.185,0.0557,-5.106,0.117,129.907,audio_features,0.166,spotify:track:7q9Tm8NZyhaUe13y0AvBf1
2gwk2UXjj5X0QgHGgs87Hx,0.228,0.988,0.815,0.138,-4.636,0.0783,140.046,audio_features,0.16,spotify:track:2gwk2UXjj5X0QgHGgs87Hx
71l3qG9k5vc30vWN4p6HUa,0.578,0.977,0.138,0.268,-5.457,0.131,139.949,audio_features,0.318,spotify:track:71l3qG9k5vc30vWN4p6HUa
5utkC6zVOcwxZ9gT5ipxQF,0.313,0.935,0.251,0.188,-5.074,0.101,130.808,audio_features,0.122,spotify:track:5utkC6zVOcwxZ9gT5ipxQF
5a2Y7UQ0VmmrsaCgY120F9,0.0898,0.131,0.949,0.112,-11.876,0.0381,45.865,audio_features,0.0274,spotify:track:5a2Y7UQ0VmmrsaCgY120F9
4drLThJcc2HZ3rqhKIZjBw,0.398,0.917,0.245,0.262,-6.654,0.0829,118.143,audio_features,0.283,spotify:track:4drLThJcc2HZ3rqhKIZjBw
4kmfIX5aX4JrNB7ox2AwTu,0.313,0.947,0.613,0.232,-6.312,0.0742,133.02,audio_features,0.209,spotify:track:4kmfIX5aX4JrNB7ox2AwTu
7b2r9hQRXZ2A0r3gCNKkLB,0.486,0.969,0.896,0.0822,-6.187,0.0656,149.993,audio_features,0.189,spotify:track:7b2r9hQRXZ2A0r3gCNKkLB
16kdc9hQ1tQI84ZdJybs1n,0.597,0.974,0.00366,0.0713,-6.453,0.11,132.991,audio_features,0.199,spotify:track:16kdc9hQ1tQI84ZdJybs1n
0vXWvXFNrt31SY7zMnqrJ5,0.32,0.982,0.106,0.257,-5.269,0.0827,107.465,audio_features,0.1,spotify:track:0vXWvXFNrt31SY7zMnqrJ5
1FkVMZNzXEunlAT4aNnB2W,0.377,0.942,0.406,0.263,-6.859,0.0711,130.017,audio_features,0.385,spotify:track:1FkVMZNzXEunlAT4aNnB2W
3qpDfZLme2UjwNFrIuasd5,0.22,0.983,0.941,0.271,-6.052,0.0661,139.983,audio_features,0.166,spotify:track:3qpDfZLme2UjwNFrIuasd5
0GhvAaUc5NoKcLoEof5DR4,0.348,0.978,0.0698,0.31,-6.383,0.0851,107.913,audio_features,0.353,spotify:track:0GhvAaUc5NoKcLoEof5DR4
0nZJnJjDyKKpb38BC2EF4d,0.328,0.907,0.462,0.119,-6.999,0.0781,120.037,audio_features,0.157,spotify:track:0nZJnJjDyKKpb38BC2EF4d
4fOyyl0Cz5wnFDA3WcVAoP,0.168,0.383,0.911,0.138,-11.397,0.0373,101.458,audio_features,0.0334,spotify:track:4fOyyl0Cz5wnFDA3WcVAoP
1YOb1PDBAHwkrqucXexPEe,0.471,0.845,0.922,0.742,-7.753,0.101,121.591,audio_features,0.168,spotify:track:1YOb1PDBAHwkrqucXexPEe
3V1fmen5J36nc9aPeD6kj0,0.414,0.855,0.255,0.155,-8.119,0.0543,132.028,audio_features,0.424,spotify:track:3V1fmen5J36nc9aPeD6kj0
7xoZ35ODfNEy9WzxS7D5sb,0.392,0.928,0.0108,0.247,-7.248,0.0831,110.766,audio_features,0.371,spotify:track:7xoZ35ODfNEy9WzxS7D5sb
4ugl3UAkFJHGMi77D0NSWq,0.308,0.885,0.000539,0.282,-9.688,0.105,101.762,audio_features,0.323,spotify:track:4ugl3UAkFJHGMi77D0NSWq
4C7jAybHD1bO0NGuAOSNmz,0.275,0.868,0.032,0.155,-8.257,0.0557,109.501,audio_features,0.577,spotify:track:4C7jAybHD1bO0NGuAOSNmz
1OrsMofNZjeABAtBrFQvzp,0.351,0.813,0.00035,0.337,-9.235,0.0827,89.92,audio_features,0.329,spotify:track:1OrsMofNZjeABAtBrFQvzp
59LdXuHD12trcTClpABEc8,0.276,0.954,0.00237,0.317,-7.138,0.0588,83.377,audio_features,0.612,spotify:track:59LdXuHD12trcTClpABEc8
2MQ5wpsolBL9aYA6EMM2om,0.295,0.951,0.0171,0.129,-8.84,0.0766,127.4,audio_features,0.375,spotify:track:2MQ5wpsolBL9aYA6EMM2om
67w6kdbxP95L0UUmOr8yte,0.445,0.944,0.817,0.105,-8.155,0.0488,99.983,audio_features,0.34,spotify:track:67w6kdbxP95L0UUmOr8yte
4BceQxCx5YWIl983B2sxAP,0.256,0.916,0.277,0.339,-8.409,0.18,119.834,audio_features,0.31,spotify:track:4BceQxCx5YWIl983B2sxAP
14PHlbBFBG5rcPA3CCfxq3,0.28,0.995,0.0814,0.235,-4.458,0.172,87.033,audio_features,0.0992,spotify:track:14PHlbBFBG5rcPA3CCfxq3
0oxvpeBOU7xYM4SDoJTtTm,0.269,0.964,0.00211,0.131,-5.182,0.143,149.86,audio_features,0.159,spotify:track:0oxvpeBOU7xYM4SDoJTtTm
54CpA5AKshDbWG8qFzIcYs,0.348,0.985,0.0716,0.281,-6.434,0.0918,173.118,audio_features,0.467,spotify:track:54CpA5AKshDbWG8qFzIcYs
6r6a6CuzuHk3RNA06lBAMA,0.465,0.968,0.643,0.196,-5.449,0.0685,103.691,audio_features,0.606,spotify:track:6r6a6CuzuHk3RNA06lBAMA
0TGnc0wOirU9406yTb34Zf,0.271,0.987,0.314,0.145,-6.189,0.207,119.621,audio_features,0.0415,spotify:track:0TGnc0wOirU9406yTb34Zf
0Ljp1NYWcYp0bHZNNBq2OT,0.227,0.953,0.0674,0.356,-6.023,0.112,85.709,audio_features,0.172,spotify:track:0Ljp1NYWcYp0bHZNNBq2OT
2rF3m93v6kqpNnK8SX3zBE,0.554,0.958,0.000395,0.133,-5.765,0.092,102.76,audio_features,0.764,spotify:track:2rF3m93v6kqpNnK8SX3zBE
3SxDMfpY9HtvZQr3nUj9DS,0.252,0.000179,0.0728,0.369,-2.573,0.208,136.703,audio_features,0.0398,spotify:track:3SxDMfpY9HtvZQr3nUj9DS
6s7wniLZRDu9byyHzM8VgR,0.28,0.995,0.0814,0.235,-4.458,0.172,87.033,audio_features,0.0992,spotify:track:6s7wniLZRDu9byyHzM8VgR
0vpLgxoX2cpJM0Fvxwbw84,0.269,0.964,0.00211,0.131,-5.182,0.143,149.86,audio_features,0.159,spotify:track:0vpLgxoX2cpJM0Fvxwbw84
04eXoeM2BOZLhJoFtnxmWB,0.348,0.985,0.0716,0.281,-6.434,0.0918,173.118,audio_features,0.467,spotify:track:04eXoeM2BOZLhJoFtnxmWB
40WkYJWB8eAhXFn1mbUgM3,0.465,0.968,0.643,0.196,-5.449,0.0685,103.691,audio_features,0.606,spotify:track:40WkYJWB8eAhXFn1mbUgM3
5OzMSOhRwlO0oF7GjA4WTO,0.271,0.987,0.314,0.145,-6.189,0.207,119.621,audio_features,0.0415,spotify:track:5OzMSOhRwlO0oF7GjA4WTO
1j1aW9DDjoULgY898fm6oe,0.227,0.953,0.0674,0.356,-6.023,0.112,85.709,audio_features,0.172,spotify:track:1j1aW9DDjoULgY898fm6oe
7yo9gD9jnsFmvwHaziYZ6D,0.554,0.958,0.000395,0.133,-5.765,0.092,102.76,audio_features,0.764,spotify:track:7yo9gD9jnsFmvwHaziYZ6D
0NyP0WYlSF7oYQNKq1QBrg,0.252,0.000179,0.0728,0.369,-2.573,0.208,136.703,audio_features,0.0398,spotify:track:0NyP0WYlSF7oYQNKq1QBrg
2sLFDJ1yrqinCB0aiJb4JE,0.334,0.934,0.249,0.346,-6.717,0.0957,90.446,audio_features,0.42,spotify:track:2sLFDJ1yrqinCB0aiJb4JE
1JwwxhwBUxexSjZPBNne8J,0.389,0.991,0.936,0.109,-6.401,0.0846,164.122,audio_features,0.0307,spotify:track:1JwwxhwBUxexSjZPBNne8J
6NUxDsAEJ39RjlUs90S2GR,0.461,0.721,4.87e-05,0.0682,-8.903,0.123,203.003,audio_features,0.868,spotify:track:6NUxDsAEJ39RjlUs90S2GR
4zKyGH4DqNdvsqBMS1V7dq,0.692,0.741,0.912,0.194,-11.848,0.0769,159.991,audio_features,0.661,spotify:track:4zKyGH4DqNdvsqBMS1V7dq
0Qp3q81YnV3v67U3ifxjwb,0.586,0.967,0.896,0.313,-7.327,0.0628,159.98,audio_features,0.735,spotify:track:0Qp3q81YnV3v67U3ifxjwb
0gH7MNXQud3Pvnfv1zk3bL,0.299,0.97,0.0953,0.304,-6.865,0.157,175.353,audio_features,0.154,spotify:track:0gH7MNXQud3Pvnfv1zk3bL
